source	default_branch	head_count	tag_count	pr_ref_count	all_ref_content_status	chunk_id	refs_considered	content_entry_count	unique_blob_count	all_ref_content_sha256	evidence_path
AtharshKrishnamoorthy/ARIVU	main	1	3	0	ok	chunk-0019	4	1767	597	c017a0f51a295551e7dc862d979c57682ad6da67c44ca71d0be3d07d0fb68e37	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0019-2026-07-07.tsv
gzb1128/skill-forge	main	23	0	25	ok	chunk-0003	48	2298	193	8c70c1a736ee4ca6931c37859a09aebd1f195bc0417d50bd09be6693e78857d4	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0003-2026-07-07.tsv
KoreanCode/orange-hyper	main	1	44	11	ok	chunk-0008	56	4731	810	48f7a89948006901b235ef30a80e119476e3dc56b5807a10b37b93c04962c80f	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0008-2026-07-07.tsv
luislozanogmia/fixingrok	main	1	0	0	ok	chunk-0001	1	10	10	f1f53dfca2c3c89c7ca025e31c06976baa70e81cfc1fda98e09b01049378e0dd	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0001-2026-07-07.tsv
NullNyx/just-harness	main	1	1	0	ok	chunk-0001	2	82	47	f9131af0d6ac1afcbfdd3108d19b982beb35ea97038a9f3607d0296d60e7bf62	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0001-2026-07-07.tsv
Catfish-75/claw-task-hub	main	1	1	0	ok	chunk-0004	2	103	85	ae7d032617ed2b64a6748b8e7d6e7c0d150e3e276d6641e33d239275777b438e	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0004-2026-07-07.tsv
jimmc414/opal-harness	main	1	0	0	ok	chunk-0003	1	612	519	e03b355cb267a87ca1b9b74da4a233b6b808fa6ac77d074fbfc24092aeae0417	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0003-2026-07-07.tsv
hiloopai/hiloop-interceptor	main	8	1	55	ok	chunk-0004	64	4107	316	4636adc56c2a60df10bbf4838ced828044850c47a8c70d642af00d9f70971f04	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0004-2026-07-07.tsv
AnayDhawan/oss-launch	main	1	1	1	ok	chunk-0007	3	191	86	50d57b58204aad08b9cc73c26b28d247e1ea5b15aad5a0cee8d8a586bd9cc148	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0007-2026-07-07.tsv
uppifyagency/loop-kernel	main	1	0	0	ok	chunk-0002	1	44	40	ac6105081619a26f891f0f4dbde6c52f4374cbfbfc411c901ad1043dd3d9d0f4	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0002-2026-07-07.tsv
elizabethfuentes12/resilient-agent-harness-sample-for-aws	main	1	0	0	ok	chunk-0006	1	42	37	9f6ecdcba0320ac403fda3d55b23f88a7b32aa70beb9167d86159da6b2116b13	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0006-2026-07-07.tsv
BeamusWayne/Alfred	main	2	11	0	ok	chunk-0005	13	2979	590	37e5934c281fa167a8a24cc422d54b652f3ce93ed2f50262ce7d2f3333373d1c	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0005-2026-07-07.tsv
acoyfellow/terrarium	main	5	0	8	ok	chunk-0016	13	901	397	1e43801ce86ed218ae9e8803165e594ca030299f6813aae1909e03472ea7845b	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0016-2026-07-07.tsv
shiftbloom-studio/myosotis	main	1	0	1	ok	chunk-0005	2	212	107	fe6d2b08ffd54844df8722ecdfaa6b0939a508c245d1e3a2c53a6f1ae1b65713	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0005-2026-07-07.tsv
terva-sh/terva	release	6	33	0	ok	chunk-0012	39	24625	2196	c45afd98cf1cb8dfaed7cc429474fbafac21d02018529e123a11ff37f282fcf5	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0012-2026-07-07.tsv
xLabel/AutoPatch-J	master	1	0	0	ok	chunk-0004	1	201	201	da0abbc1022fd4a92b7121a09217364ac81979e7827824ca07688d484dcbb201	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0004-2026-07-07.tsv
the-sid-dani/second-brain-os	main	1	27	4	ok	chunk-0005	32	9514	700	a999264d09c88f4440daad239db397894ce2a9f37782021e9bf8c7c961457342	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0005-2026-07-07.tsv
jd-solanki/krutrimbox	main	5	6	4	ok	chunk-0004	15	1834	443	36d440d855623033b50c8798d15a301d3ee04449eae457490be61fe29a8dbc33	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0004-2026-07-07.tsv
zkhorozianbc/reps	main	6	1	3	ok	chunk-0009	10	9871	1003	8dc4249895b61465f90af3f47ca68a1752a378f4cb19498e3cffd675625e61c4	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0009-2026-07-07.tsv
wang2-lat/micro-harness	main	1	0	0	ok	chunk-0003	1	41	38	c4d55dfd0264c5bbc6c7156a34550037efb669b2758b0eb2f01410ef0f9e72cf	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0003-2026-07-07.tsv
RasputinKaiser/Self-Improvement-Plugin	main	1	0	2	ok	chunk-0004	3	723	289	8e5afd9b383df210d545ac2ee399141bc5e7a4c11102870c2c3a3aa4c75e5706	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0004-2026-07-07.tsv
samiralibabic/open-ended-agent	main	1	1	0	ok	chunk-0003	2	57	55	c622c2f50dae3b6a4fb40b19925239ac2dc57171bfc5cf71c391b1927cee212a	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0003-2026-07-07.tsv
baksohyeon/mogui-agent-harness	main	1	0	3	ok	chunk-0003	4	390	101	d41e85d1f1d5d8be7f65a0dffb40a696d227839f16a1765f311e931b772fddb3	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0003-2026-07-07.tsv
anthony-maio/agent-harness-90m	main	1	0	0	ok	chunk-0001	1	28	25	e44c19dce27cd102b7ec2aab15d750777be58f91edbefc0666f3aa0d2d59fe0e	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0001-2026-07-07.tsv
mantaray0/crew	main	1	27	38	ok	chunk-0003	66	4443	463	b77e095431b37231169eda7b6e66b2e878660a24233cab328cd0566aa3aaece3	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0003-2026-07-07.tsv
Othunderlight/tammam-agent	main	2	2	3	ok	chunk-0003	7	546	144	515ba474817fc4bccdf26706fb8001bcd98638af53526b7b8d7cabf8e7e4a8d4	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0003-2026-07-07.tsv
cpplain/lorah	main	1	7	20	ok	chunk-0003	28	1005	220	c1840afdf9519b6b834a04bd08a0aaaa4c5e59b03b40141f8340df96834fe331	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0003-2026-07-07.tsv
janani-h-kumar/em-ai-labs	master	3	0	15	ok	chunk-0004	18	1308	349	08d8f8890c9ed126a0e1886febc785c18961b7cc449352ec7a2b4b86333c81c0	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0004-2026-07-07.tsv
maxkskhor/pokemon-harness	pokemon-harness	1	0	0	ok	chunk-0005	1	109	106	5b5278601fd415bd5aba14cfe3aefa39c64804017378cb9a705e57e77fd79990	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0005-2026-07-07.tsv
bhanuvikas/minion-cli	main	6	5	7	ok	chunk-0004	18	3042	355	32d7f645d1c18eae532de7c2c55967e9ff039cbfe55aa9a5350a159eb3ee50b8	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0004-2026-07-07.tsv
kedarvartak/rote	main	16	0	15	ok	chunk-0004	31	4254	262	d3e6f48cc1fdc9e462b6894dec583dbdeaec5e62676b1d53c34d46763a61c374	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0004-2026-07-07.tsv
pko89403/A-RAG	main	1	0	0	ok	chunk-0006	1	32	31	2a94cb47dfc99a87939fe90d9b8c9c969d5b800f311e4e36654d926ed43aa829	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0006-2026-07-07.tsv
contextosai/skills	main	2	0	6	ok	chunk-0002	8	194	37	848eaeeee0c966b1e5ebe34a34a07d6aab5df8fcdd02c4a9bf0aa95c3b6de10b	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0002-2026-07-07.tsv
samuelnp/centinela	main	34	108	77	ok	chunk-0011	219	480953	4500	76c44077b53991b7f13fe8adf6ef844ee1cb9f4fecd9f10112297d5d2f5f5ccc	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0011-2026-07-07.tsv
gloweaseco-leo/gloweaseco-leo	main	1	0	0	ok	chunk-0001	1	1	1	5141c365e3995b730bcac25a425cd783d9eac7e8f9e6df92ca826379b6e130cd	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0001-2026-07-07.tsv
playbasis/agent-os	main	1	0	1	ok	chunk-0003	2	180	104	90ccd6fb10db62b2912bb19a0c0d36b16bf15b104337c14ae106fffe79b96da9	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0003-2026-07-07.tsv
dotoricode/tink-harness	main	2	50	71	ok	chunk-0015	123	27648	969	5f2eaae742fc40c17a75c3c7fb2c138e5cc54140a88962c3d60bfe26012730a1	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0015-2026-07-07.tsv
0kim0bos/yam	main	1	1	0	ok	chunk-0003	2	126	104	cfada6c8b366d902b173bcfb21864f6ca9dabcd928d57d51057829d34c0ee81f	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0003-2026-07-07.tsv
kentunderage549/cc-harness-skills	main	1	0	2	ok	chunk-0004	3	139	51	941efab752315de795faaf6c81cd306c2d6d8f018a9edd2aebd3310152463cd7	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0004-2026-07-07.tsv
nanawanzii/deli-autoresearch-skill-protocol	main	1	1	0	ok	chunk-0001	2	20	16	0c6f034b6ce58b813419a817a1677aa588db1b58732f74b9ee46d95ce070a641	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0001-2026-07-07.tsv
Zwc-11/Murmur-ai-harness	main	4	2	15	ok	chunk-0008	21	3617	637	103306f914548a11e274fd460d75d8e4c7ececd33ab70282c0e1e4f8708eb25d	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0008-2026-07-07.tsv
alexsds/ade-workflow	main	1	0	0	ok	chunk-0002	1	32	32	27b4d91d237f92401ea898dac8d10c7f839902581b91879fd452ccc522249a5c	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0002-2026-07-07.tsv
nevenincs/vaultspec-core	main	3	36	117	ok	chunk-0012	156	142618	4941	2d6c75f572aa92b78cf4d2523cd02c795bfda2b7f23d2a02ccb3a3eb679fd345	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0012-2026-07-07.tsv
agi-friendly/domain-navigation-layer	main	2	0	1	ok	chunk-0003	3	353	169	abb8814bc152d1b869de8d07c360cadcbbb71c85d3f922046094231dba62ffb4	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0003-2026-07-07.tsv
rjunee/neutron	main	104	0	240	ok	chunk-0012	344	706747	4328	48afff691c3e433bc2a4eaa520f1e8e527e093ada299040a2e062157e96a3a91	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0012-2026-07-07.tsv
lastmindforever36/agent-grounded-infrastructure	main	1	0	0	ok	chunk-0002	1	49	49	83433fad7a90d9017baada04ffe64fc594120cb83272cfab988dd41e60077f9e	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0002-2026-07-07.tsv
yuecao365/agent-codebase-analysis-skill	main	1	0	0	ok	chunk-0002	1	14	14	171b70ad0690e4e2a91929e24556068b60c80779c02d1b5b8cb1c96f2ec4a5d4	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0002-2026-07-07.tsv
RhythrosaLabs/claw-code-ui	main	1	0	0	ok	chunk-0006	1	189	189	722462a5df57233b9852085fc168eb4d5174741fe553b8dbe26af1389768d8b8	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0006-2026-07-07.tsv
emavague180/claw-code-parity	main	1	0	0	ok	chunk-0008	1	248	230	6ada0240da08ddd727c2c1078f9e06f1ad7f7860b4a2bebcd16c4315c67ff70f	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0008-2026-07-07.tsv
MarcusViniciusBarcelos/spec-agent	main	1	0	0	ok	chunk-0003	1	86	81	22e042abe6a35a40c5a6f4a913a6cd44b19e1f84e85c20d75ac2b9059f2ea475	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0003-2026-07-07.tsv
veithly/build-your-own-agent	main	1	0	0	ok	chunk-0002	1	47	47	6171444d0694bcbfa6fbfe7c34dac6cee7ef803bef7dcaadaf4bb566008b68a6	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0002-2026-07-07.tsv
graphrefly/graphrefly-ts	main	1	59	13	ok	chunk-0012	73	66706	6096	fa03867744017d4f625c9268706c194464ca62f28347c28f635e38e7bfd85d2b	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0012-2026-07-07.tsv
brandoncarneiro/harness-lab	main	1	0	3	ok	chunk-0002	4	207	59	815da7de69a63184be715334d1eda7ff721413203b2ff75a0b9b213c2a4b18bb	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0002-2026-07-07.tsv
pavel-voronin/tgdyk	main	1	5	0	ok	chunk-0004	6	69	23	2d390c09de2b25a09b7ce81cf5c4b0dd30c3ddcd073d3d0bc06d41a76852ec78	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0004-2026-07-07.tsv
saorsa-labs/fluers	main	1	9	7	ok	chunk-0004	17	1428	177	e548c6995908f984dfabeef524368412edfc2a323ca047eaecb63a703267363b	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0004-2026-07-07.tsv
lk19940215/claude-coder	main	1	0	1	ok	chunk-0013	2	2448	2411	b28b8427aa394ec367a192b5a7b726341760cbaa5db48bf3f39de1826f062bac	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0013-2026-07-07.tsv
qwerfunch/harness-boot	main	10	105	82	ok	chunk-0009	197	60390	2385	6447f7a757adc7f50a081fb0f22afaeb741de4ffdd9ada49a261b4dea20f8f73	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0009-2026-07-07.tsv
MonyetBatu/practice-theory-implementation	main	1	2	0	ok	chunk-0005	3	481	427	afa82351a546ebb05f5f6dcdb758cfd264c560f35983e092b2dc13db83bc280e	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0005-2026-07-07.tsv
Abbasi-Alain/atlas	main	17	16	22	ok	chunk-0010	55	5787	263	a0587f5588a1b7af1fea1bae2b35a521a1b15669fc726416c0890590aa0d612d	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0010-2026-07-07.tsv
hannsxpeter/mythify	main	1	77	13	ok	chunk-0004	91	10035	1090	0d78740970ece1ca4b8f5c1abd4a3da93cd533e7a95c1352a78d0160c3e9a8a9	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0004-2026-07-07.tsv
IgorGanapolsky/mac-yolo-safeguards	main	6	7	49	ok	chunk-0017	62	33928	1592	3fdb44ad0c7e9045c43d965992d59e164488164fca5fee36dce9d9e54518a6f8	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0017-2026-07-07.tsv
fastbeast2023-netizen/awesome-harness-engineering	main	1	0	0	ok	chunk-0004	1	5	5	331f4507a8a57eeb9060b16923622fa0377f353733174fa6709b3f5e075d7497	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0004-2026-07-07.tsv
zhuzhiguang927-spec/investor-harness-oss	main	1	2	0	ok	chunk-0004	3	390	152	79aa75e3379ad0f1672e2a1ab432bafa924f7f95722c08088977070c05d4a87d	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0004-2026-07-07.tsv
Siddhant-Goswami/Crucible	main	1	0	12	ok	chunk-0004	13	2492	310	4729e54648ca96da4f3a7e24421375d6d2c55b6402fb3746645e0bd33e457306	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0004-2026-07-07.tsv
Edge-Explorer/Kaggle-SAE	main	1	0	0	ok	chunk-0001	1	6	6	7e992e1a8fc83a85748fe71aa2fadc9de978ec61ce0eed09806ecf2368275d2e	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0001-2026-07-07.tsv
tabbypyrotechnic519/claw-code-parity	main	1	0	0	ok	chunk-0008	1	239	221	98e979901f4257e37447d8eed465f49ddb0e1c057875d5809d6c96034111fb03	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0008-2026-07-07.tsv
rapoii/vex	master	1	1	0	ok	chunk-0004	2	437	262	aaa2de7d567ecd181e23c3d885714bb1d582dd4170364b29949c6188ba8a02c9	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0004-2026-07-07.tsv
desty/isms-p-assist	main	1	0	0	ok	chunk-0004	1	47	47	518f7fbb35c62b58ffc68d19ee965b1993f7e03d009fec2d85d5b75b95f2ef78	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0004-2026-07-07.tsv
WhiteNoiseK/agent-harness-starter	main	1	0	0	ok	chunk-0003	1	97	97	f03c9fd9e84bb2ef07d87000a385d69fd508df6b2bb8716bc7ffa7d29ebbc1c8	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0003-2026-07-07.tsv
zjukop/deepseek-harness	main	1	0	0	ok	chunk-0002	1	41	41	d9ac22417e3f01677ff8af801181602847b980005340ca356f937253ef490856	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0002-2026-07-07.tsv
sriv2804/agentflow	main	1	0	0	ok	chunk-0002	1	41	39	30d1d24ccdc8ad84a1abff2c59be11fa1bb946f065391b5cc64854a3c1a36aa0	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0002-2026-07-07.tsv
tahasiddiquii/ai-harness	main	1	0	0	ok	chunk-0002	1	48	48	c3bc5b42778d35f605ea76275aa061c3699e5e30fa5ab1dba0235d1316278dd3	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0002-2026-07-07.tsv
frankxai/agentic-ops-hub	main	6	0	8	ok	chunk-0013	14	688	94	e8a5c6070d04a5f0a8f22e7c464bd0f47588208b12eed513ae3839413723730f	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0013-2026-07-07.tsv
Luis247911/universal-ai-workspace-foundation	main	1	2	0	ok	chunk-0003	3	538	228	3437b4acce9271d49d284e2d547955e5c284e5fdca60d560a54b17465180f5f7	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0003-2026-07-07.tsv
aelaguiz/rally	main	21	5	56	ok	chunk-0006	82	17199	833	4d3f9246511b195c531375b069b84c55213b5b31feaeb93e858ee24f9f377624	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0006-2026-07-07.tsv
svenbecht/00Z	main	1	0	0	ok	chunk-0004	1	153	153	3a671878ea3dd85aa1b2a285c4510435ab18307fef39e51f56dc3cf20fe243aa	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0004-2026-07-07.tsv
minzique/pi-team	main	2	0	5	ok	chunk-0002	7	227	50	d393e0dc2d98a82047d1e98c19086d241164c19f8ec78b350b2143d24c494261	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0002-2026-07-07.tsv
SyntagmaNull/ai-agent-reliability-harness	main	1	0	0	ok	chunk-0003	1	72	72	65e96dedf48367354177371ab1eaadda8807defb4fbfc85e871d35e61585dab0	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0003-2026-07-07.tsv
IshiharaHaruki/awesome-loop-engineering	main	1	0	0	ok	chunk-0001	1	3	3	a1cd79be2c3310211fa720d6afe55d165fa5872d7336916681077db1b7af9f94	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0001-2026-07-07.tsv
roverdude24/agentic-visual-grounding-rubric	main	1	0	0	ok	chunk-0002	1	25	25	d52fc7b52ca7977f0d278c7ef84bc9cdf86be627545715cf22fd20be4a13ca5c	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0002-2026-07-07.tsv
noopolis/daimon	main	1	2	0	ok	chunk-0003	3	115	58	a684169c86f63a043af82919f1094b065e16affb7dae0c01176715ca1244f8b3	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0003-2026-07-07.tsv
selfradiance/rollback-receipt	main	1	1	0	ok	chunk-0002	2	46	23	ff5f6a541d1e4601c7287773e19e25b6a8f203ca1e64050846b165d7a1457ef4	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0002-2026-07-07.tsv
TristanBietsch/rex	master	3	0	4	ok	chunk-0004	7	1282	428	15118c8f8951f79adff870bf63df2a403d4bffd9af8f28c8bed809379acdb4d3	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0004-2026-07-07.tsv
CarlSR9001/whetstone	master	1	0	0	ok	chunk-0003	1	121	121	a42fc85f2fc6df26ecdd4d123e41500532d2a2044cd0f77fa4708c9230ec8a1b	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0003-2026-07-07.tsv
selfradiance/work-session-ledger	main	1	1	0	ok	chunk-0002	2	52	26	4c22f8c64b8be72fe28e6158a8a150af60152c5f554f8371aa4c285683955a32	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0002-2026-07-07.tsv
hhamja/loop-engineering-architecture	main	2	0	2	ok	chunk-0004	4	359	94	3ef27c7ea17d5cade4959c1e05bba40d48d08aa3ccbf847a487d063d5d7e5ee8	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0004-2026-07-07.tsv
sun9huni/claude-codex-coordination	main	1	9	3	ok	chunk-0003	13	1007	187	67cc843a38d844d374595c2b3849fb67ea7932d315521804db3c906ecf2f1193	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0003-2026-07-07.tsv
Botfather90/digiton-agent-fleet	main	1	0	0	ok	chunk-0001	1	22	22	c676b2ee6f3d8ce3166250322f9059e6ea59d0f8bdd731c646e88bbd7fe27e79	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0001-2026-07-07.tsv
Chris-Rebentisch/dualpass	main	1	12	0	ok	chunk-0003	13	972	235	d562abc64068902a0e694846cd0689683725d7789532e3b855a8d98ad66c3608	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0003-2026-07-07.tsv
kulapoo/opencode-agent-harness	main	1	0	0	ok	chunk-0003	1	165	165	5c2f163c94519c5137b8f85bc8cf2dcba20afb30e8f1d94178999ead638a9cea	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0003-2026-07-07.tsv
HellenAngeli/claw-forge	main	1	0	0	ok	chunk-0004	1	4	4	9502b7eec943a262bc41ffbf2b3471693b9b16ce364939587754b6b2086d0d36	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0004-2026-07-07.tsv
gongke-cxt/claw-code-main	main	1	0	0	ok	chunk-0006	1	220	220	06b0ca393ccfdff60c0157221e55963ebdfef76fa7f10f022b2c3bfac7bc1c07	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0006-2026-07-07.tsv
OctavianTocan/openclaw-claude-max-agent-sdk-harness	main	1	8	1	ok	chunk-0003	10	251	80	7a911c7fa4c68d1ffd5b893f81e6000ecf19010593f429af2054508b9448ab7d	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0003-2026-07-07.tsv
bowen31337/claw-forge-plugin	main	1	0	0	ok	chunk-0003	1	70	70	1566e36c32b3d85eea01d2b8c1125c8130a45798b3b43a76e6502a8fcbcd83b8	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0003-2026-07-07.tsv
mcfordblessings2-cloud/agent-orchestra-bootloader	main	1	0	0	ok	chunk-0001	1	1	1	01781315907ba80365ba349e47f7a278ddc4d85b6af4819605c67685600a6d91	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0001-2026-07-07.tsv
PoLP0ot/hermes-claude-harness	main	1	0	0	ok	chunk-0002	1	48	48	ff162e0c6335af06d902bbbf8e16173ccce8a75ce35a90a29fe473cc2ebb47e0	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0002-2026-07-07.tsv
s-hiraoku/codex-harnesses	main	23	0	25	ok	chunk-0003	48	4625	237	5df43d9778e353221f21ae0131e37d6e5cf57e954c77ddff03de222d6a0b9930	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0003-2026-07-07.tsv
WhiteNoiseK/multi-agent-harness-loop-starter	main	1	0	0	ok	chunk-0003	1	123	123	a827b9cb9d7e32700d7eeb11fbea2cbd01f74412901d70f128312176397ac5b1	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0003-2026-07-07.tsv
Arakiss/greco	main	1	0	0	ok	chunk-0003	1	81	81	318e39d5f72185fcb42d2ec68edcd51dd174b9c4807d62c61df7ab2a1d9e29af	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0003-2026-07-07.tsv
ghbvf/bridle	main	1	0	0	ok	chunk-0005	1	27	25	e286dc8080afbc91a605b2939d0056602b9667653f4468960149ce4e584b4085	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0005-2026-07-07.tsv
KranzL/jje	main	1	0	0	ok	chunk-0004	1	877	724	e938f29b5ee8ef0799ed5606e2c9aae3056f22220368f92e33a17e9a87dcb8ce	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0004-2026-07-07.tsv
marius-patrik/agents-harness	main	3	2	107	ok	chunk-0005	112	337208	9512	1fcaed5ca2fe44c819625c78578baef3cf303b27beb93ba5d15f65787276dad8	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0005-2026-07-07.tsv
premsai-pendela/NexusIQ-AI	main	2	0	1	ok	chunk-0013	3	363	222	d44e6c6bb3981f31c3d50e5da4be7634243d5f02395b6b40a6adba244d089582	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0013-2026-07-07.tsv
WhiteNoiseK/claude-codex-harness-loop-starter	main	1	0	0	ok	chunk-0003	1	112	112	2309abba9704422674cb9ee9a36106339561979d1691a708b8b1bb6c420e43ad	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0003-2026-07-07.tsv
sunrisefromdark/sunrisefromdark.github.io	main	1	0	0	ok	chunk-0005	1	14	14	c8f6094c2211a69070f4e6c5f4b362583acd00c2a079b63fbe651ed2a7cf2834	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0005-2026-07-07.tsv
GeniusTechnoMystic/agentic-swe-grounding-system	main	2	0	1	ok	chunk-0002	3	483	161	7042a60bb51d69a950457b878463ef0954acede8f73b251c973d722c911e26f4	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0002-2026-07-07.tsv
X-McKay/bakudo	main	3	0	25	ok	chunk-0012	28	6370	1306	a1fa55651330228a9cc171d4828661dc6cb99107c32e82a3f3745272296df552	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0012-2026-07-07.tsv
unified-methods-division/vigil	main	1	0	0	ok	chunk-0002	1	27	27	76b116cb2214e2fe4f57f7ba479ab3eea76ee71576f89fa7a539a633876850c7	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0002-2026-07-07.tsv
bharat3645/The-Ideal-Harness	main	2	0	0	ok	chunk-0003	2	268	195	85291299eef82016d8d29d5ce08b255e60f47646c92885533f955e8964531f21	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0003-2026-07-07.tsv
hanlinlibham/able-harness-kit	main	1	2	0	ok	chunk-0001	3	42	19	10e85bc666e8212d3d6aa3d5247d4a826d225da895a981fc5acdbf2d66399041	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0001-2026-07-07.tsv
danielvogler/deep-agent-swe-harness	main	1	0	1	ok	chunk-0003	2	44	37	56891dc3832a4109241f158bcf332cf8f4c6a6c17c448d783aa7630b85676e60	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0003-2026-07-07.tsv
