source	default_branch	size_kb	content_status	file_count	content_sha256	failure
zachxtr/portable-agent-harness	main	13108	ok	80	47cd752ad7a9b990970789ee4cbecd7174e228f626a18c585a3e35576d4872f8	
ar27111994/agent-harness-demo-video	main	23056	ok	35	6ef5c95bef5625d3479fb819beb6261cdc72a6567a29a7936075ac49c6b370c9	
arsham/rivet	master	11290	ok	2688	ae7219cbb40c52d70a156df0e87510d5c55841edce58117d3818539dd8d1bffa	
Team-Commonly/commonly	main	52057	ok	1279	3cbeaeeceaa68a467710e5d7332f4bd3dcee3b7d4aa61d16e9f365125651fa0f	
samartomar/ai-harness	main	58518	ok	541	b00cb7de5b6b9bb4d43788794761765cdca5e43f40d5a0a7054cc4bdc4c2aeb1	
holaboss-ai/holaOS	main	58410	ok	1455	13666a12cf9d141a727c0337020aa471afac13b237defb512ea2df20c5ff7e60	
MendCode/MendCode	main	72673	ok	2951	c4d9c53e45c67f38cff268fe09ad65c9f6fa23dfe4e986ecda2a81f757b3654e	
first-fluke/oh-my-agent	main	66961	ok	2530	982ce49f12584a76cf0e10c2e34e38af4092d7036036cfe0fe465480bffb7e64	
Muulor/AgentVis	main	79124	ok	1176	ece66f645ea53ca09e8e285c2b5a6569c5e9ed8f42f161faf7a484e424d738a8	
Mintplex-Labs/anything-llm	master	85179	ok	5564	928a48d998c13454b30afcdb8148fd568f4bf071bc68c55969fed43e6df822e7	
meetsoma/website	main	78265	ok	544	9fee7b671338340734fd1efd1211af03a05c0f74e91cece52b5ea320eb95317c	
lancekrogers/guild-core	main	88214	ok	2086	7e21cad1f426376a191d8f2863fa89afb3a9ba31a1176d5a83def0490f870772	
agentscope-ai/QwenPaw	main	88727	ok	2608	c2316838e6d41e78aebbb57be84eff6c9229297908227ab5c25e026e952fd342	
trustgraph-ai/trustgraph	master	101860	ok	1849	22548c216263e602921498e6d77131082c2676d1a713f39a6f43bb169b77a376	
3xcaffeine/frontier-swe-openenv	main	102382	ok	182	2ef5154c771f4d650ba4526457016b18d4ec087675b816acab299537384b0143	
AtharshKrishnamoorthy/ARIVU	main	87032	ok	536	129d2def6402c09e6d95edd62f3cecdf7cf940c78817b2f6a23fc47bb96a4bf6	
mupozg823/codelens-mcp-plugin	main	109898	ok	1098	5c8befcc0da3cb30bd0ff3655c79124e633f12adbdd81a4bf9a2621c3e996c5a	
Chorus-AIDLC/Chorus	main	118366	ok	1559	8f00a36989fad372e8449782d9630bc8aefa384ee27b4bc3e3f2ca01449e0a17	
HKUDS/AutoMemory	main	107090	ok	25963	6e361fe1c47c031d1e777e4fce3a15bbea8f2f019f81926389fa43f8da7ab143	
tomcounsell/ai	main	127341	ok	2112	5f4a78f15ce7eae9e91c32b9a344b085151316cdcf903d3444de434587f3f860	
ferterahadi/canary-lab	main	139531	ok	654	9d1e33bff2803d0b2025eff97625b2a2c0f6d90b6cae6772687b078665e041a5	
monoes/monomind	main	148071	ok	6425	df90e32ee765c0b331b22198231ef7e0dc8984678803eb493905cfea2cf270ea	
guilingzhouyi-creator/NOMOS	main	118987	ok	15274	c594550802756493a102e7cde374d2089b187392e6bc2ae82a96a75524a2e171	
desplega-ai/agent-swarm	main	163776	ok	2563	d150d1353d3413b045f2ec8c1dfd8e1d66b23728afe6ee5becadbf20e47ad599	
agentic-in/inferoa	main	245927	ok	295	edfa463cdae5ce129f99c4fbc6c395c457d6ce774721734eec41f45b1e8cf8d9	
limecloud/lime	main	246866	ok	7686	10eceec81864da3070eb367fbd287d10eaf1752781fc26233a9cd739070260e8	
smithg09/arcgentic	main	161098	ok	295	8880d68ad0a8afef33d8522825db7a560df3e7095c70aad7278ba0156e050038	
Ruafieldphase/trinity-agi	main	608417	ok	1791	07be978b0aca79e312a7d1cdcfe53444574e73402923ae203c5c18d74f392eb1	
openexec/openexec	main	2458576	ok	1461	92e76dbf5707c4e361a8a7ac5f05f3c40415a9205ed114f932d7de7ad2ae2b3d	
lobehub/lobehub	canary	800265	ok	12769	c66d2225b7d8a9124a4012e5f487a8667267bee6496e9c9460b0a09fdee466f0	
